VIN,timestamp,speed,rpm,calculatedEngineload,coolantTemperature,latitude,longitude,fuelconsumption
1ZVHT82H485113456,1462539379517,23,6000,19.99450549,36.17582418,42.3726,-71.178,
JTMKF4DV5B5309254,1462539379577,34,6500,19.78021978,36.28571429,42.4464,-71.4594,
WP0CA29863U153381,1462539379637,34,7000,19.56593407,36.3956044,42.4177,-71.1671,
2FTRX07W53C371582,1462539379697,45,7500,19.35164835,36.50549451,42.4464,-71.4594,
1FAHP26W49G252740,1462539379757,45,8000,19.13736264,36.61538462,42.45905,-71.0623,
JH4TB2H26CC000001,1462539379817,4,8500,18.92307692,36.72527473,42.4464,-71.4594,
1HGCM82633A004353,1462539379877,54,9000,18.70879121,36.83516484,42.4464,-71.4594,
1LNHM81W8YY836531,1462539379937,54,3000,18.49450549,36.94505495,42.4464,-71.4594,
1ZVHT82H485113457,1462539379997,3,2000,18.28021978,37.05494505,42.48015,-71.0984,
JTMKF4DV5B5309255,1462539380057,43,4000,18.06593407,37.16483516,42.3006,-71.2788,
WP0CA29863U153382,1462539380117,3,4000,17.85164835,37.27472527,42.20956,-70.9997,
2FTRX07W53C371583,1462539380177,42,4500,17.63736264,37.38461538,42.18005,-71.0892,
1FAHP26W49G252741,1462539380237,23,5000,17.42307692,37.49450549,42.25307,-71.075,
JH4TB2H26CC000002,1462539380297,32,5500,17.20879121,37.6043956,42.18005,-71.0892,
1HGCM82633A004354,1462539380357,45,6000,16.99450549,37.71428571,42.21287,-70.9587,
1LNHM81W8YY836532,1462539380417,56,6500,16.78021978,37.82417582,42.2112,-70.9311,
1ZVHT82H485113458,1462539380477,57,7000,16.56593407,37.93406593,42.1711,-70.946,
JTMKF4DV5B5309256,1462539380537,38,7500,16.35164835,38.04395604,42.24275,-70.9443,
WP0CA29863U153383,1462539380597,23,8000,16.13736264,38.15384615,42.18005,-71.0892,
2FTRX07W53C371584,1462539380657,23,8500,15.92307692,38.26373626,42.4464,-71.4594,
1FAHP26W49G252742,1462539380717,45,9000,15.70879121,38.37362637,42.29255,-71.2258,
JH4TB2H26CC000003,1462539380777,3,3000,15.49450549,38.48351648,42.4464,-71.4594,
1HGCM82633A004355,1462539380837,23,2000,15.28021978,38.59340659,42.33895,-70.9196,
1LNHM81W8YY836533,1462539380897,34,4000,15.06593407,38.7032967,42.34713,-71.0823,
1ZVHT82H485113459,1462539380957,34,4000,14.85164835,38.81318681,42.33895,-70.9196,
JTMKF4DV5B5309257,1462539381017,45,4500,14.63736264,38.92307692,42.36109,-71.0618,
WP0CA29863U153384,1462539381077,45,5000,14.42307692,39.03296703,42.36149,-71.0604,
2FTRX07W53C371585,1462539381137,4,5500,14.20879121,39.14285714,42.33895,-70.9196,
1FAHP26W49G252743,1462539381197,54,6000,17,39.25274725,42.35033,-71.0539,
JH4TB2H26CC000004,1462539381257,54,6500,18,39.36263736,42.33895,-70.9196,
1HGCM82633A004356,1462539381317,3,7000,19,39.47252747,42.33895,-70.9196,
1LNHM81W8YY836534,1462539381377,43,7500,20,39.58241758,42.33895,-70.9196,
1ZVHT82H485113460,1462539381437,3,8000,21.43113553,39.69230769,42.33895,-70.9196,
JTMKF4DV5B5309258,1462539381497,42,8500,22.6670853,39.8021978,42.34797,-71.0446,
WP0CA29863U153385,1462539381557,23,9000,23.90303506,39.91208791,42.33895,-70.9196,
2FTRX07W53C371586,1462539381617,32,3000,25.13898482,40.02197802,42.4464,-71.4594,
1FAHP26W49G252744,1462539381677,45,2000,26.37493459,40.13186813,42.347,-71.1022,
JH4TB2H26CC000005,1462539381737,56,4000,27.61088435,40.24175824,42.33895,-70.9196,
1HGCM82633A004357,1462539381797,57,4000,28.84683412,40.35164835,42.33895,-70.9196,
1LNHM81W8YY836535,1462539381857,38,4500,30.08278388,40.46153846,42.3678,-71.0628,
1ZVHT82H485113461,1462539381917,23,5000,31.31873365,40.57142857,42.4464,-71.4594,
JTMKF4DV5B5309259,1462539381977,23,5500,20,40.68131868,42.4464,-71.4594,
WP0CA29863U153386,1462539382037,45,6000,23,40.79120879,42.33895,-70.9196,
2FTRX07W53C371587,1462539382097,3,6500,23,40.9010989,42.4464,-71.4594,
1FAHP26W49G252745,1462539382157,23,7000,25,12,42.4464,-71.4594,
JH4TB2H26CC000006,1462539382217,34,7500,25,34,42.33895,-70.9196,
1HGCM82633A004358,1462539382277,34,8000,15,42,42.18005,-71.0892,
1LNHM81W8YY836536,1462539382337,45,8500,25,56,42.4464,-71.4594,
1ZVHT82H485113462,1462539382397,45,9000,25,45,42.4464,-71.4594,
JTMKF4DV5B5309260,1462539382457,4,3000,28,34,42.33895,-70.9196,
WP0CA29863U153387,1462539382517,54,2000,14,34,42.33895,-70.9196,
2FTRX07W53C371588,1462539382577,54,4000,24,54,42.33895,-70.9196,
1FAHP26W49G252746,1462539382637,3,4000,19,43,42.33895,-70.9196,
JH4TB2H26CC000007,1462539382697,43,4500,19,44.43026205,42.33895,-70.9196,
1HGCM82633A004359,1462539382757,3,5000,20.42307692,45.09672745,42.0794,-71.0344,
1LNHM81W8YY836537,1462539382817,42,5500,20.20879121,45.76319285,42.08715,-71.0022,
1ZVHT82H485113463,1462539382877,23,6000,19.99450549,46.42965825,41.97047,-70.7014,
JTMKF4DV5B5309261,1462539382937,32,6500,19.78021978,47.09612366,41.97047,-70.7014,
WP0CA29863U153388,1462539382997,45,7000,19.56593407,47.76258906,41.97047,-70.7014,
2FTRX07W53C371589,1462539383057,56,7500,19.35164835,48.42905446,42.12193,-71.0452,
1FAHP26W49G252747,1462539383117,57,8000,19.13736264,49.09551986,41.9795,-70.9722,
JH4TB2H26CC000008,1462539383177,38,8500,18.92307692,49.76198527,41.98725,-70.9728,
1HGCM82633A004360,1462539383237,23,9000,18.70879121,50.42845067,42.04071,-70.8272,
1LNHM81W8YY836538,1462539383297,23,3000,18.49450549,51.09491607,41.8737,-70.7656,
1ZVHT82H485113464,1462539383357,45,2000,18.28021978,51.76138148,41.97047,-70.7014,
JTMKF4DV5B5309262,1462539383417,3,4000,18.06593407,52.42784688,42.03137,-70.7011,
WP0CA29863U153389,1462539383477,23,4000,17.85164835,53.09431228,42.02908,-70.9523,
2FTRX07W53C371590,1462539383537,34,4500,17.63736264,53.76077768,42.02353,-71.1324,
1FAHP26W49G252748,1462539383597,34,5000,17.42307692,54.42724309,42.02223,-70.9316,
JH4TB2H26CC000009,1462539383657,45,5500,17.20879121,55.09370849,41.99985,-70.854,
1HGCM82633A004361,1462539383717,45,6000,16.99450549,55.76017389,42.12867,-70.8591,
1LNHM81W8YY836539,1462539383777,4,6500,16.78021978,56.42663929,42.05943,-70.8621,
1ZVHT82H485113465,1462539383837,54,7000,16.56593407,57.0931047,42.14835,-71.0104,
JTMKF4DV5B5309263,1462539383897,54,7500,16.35164835,57.7595701,41.97047,-70.7014,
WP0CA29863U153390,1462539383957,3,8000,16.13736264,58.4260355,41.8882,-70.581,
2FTRX07W53C371591,1462539384017,43,8500,15.92307692,59.09250091,41.88958,-70.8941,
1FAHP26W49G252749,1462539384077,3,9000,15.70879121,59.75896631,41.83509,-70.9597,
JH4TB2H26CC000010,1462539384137,42,3000,15.49450549,60.42543171,41.97047,-70.7014,
1HGCM82633A004362,1462539384197,23,2000,15.28021978,61.09189711,41.97047,-70.7014,
1LNHM81W8YY836540,1462539384257,32,4000,15.06593407,61.75836252,42.01853,-70.8475,
1ZVHT82H485113466,1462539384317,45,4000,14.85164835,62.42482792,42.11953,-70.9479,
JTMKF4DV5B5309264,1462539384377,56,3000,14.63736264,63.09129332,41.91692,-70.8013,
WP0CA29863U153391,1462539384437,57,2000,14.42307692,63.75775872,42.05851,-71.1131,
2FTRX07W53C371592,1462539384497,38,4000,14.20879121,64.42422413,42.0645,-71.0871,
1FAHP26W49G252750,1462539384557,23,4000,17,65.09068953,41.80522,-70.6264,
JH4TB2H26CC000011,1462539384617,23,4500,18,65.75715493,42.06555,-70.8043,
1HGCM82633A004363,1462539384677,45,5000,19,66.42362034,41.89468,-70.62,
1LNHM81W8YY836541,1462539384737,3,5500,20,67.09008574,41.97047,-70.7014,
1ZVHT82H485113467,1462539384797,23,6000,21.43113553,67.75655114,41.97047,-70.7014,
JTMKF4DV5B5309265,1462539384857,34,6500,22.6670853,68.42301654,41.95909,-70.7068,
WP0CA29863U153392,1462539384917,34,7000,23.90303506,69.08948195,41.9931,-70.7383,
2FTRX07W53C371593,1462539384977,45,7500,25.13898482,69.75594735,41.85406,-70.6609,
1FAHP26W49G252751,1462539385037,45,8000,26.37493459,70.42241275,41.96899,-70.8045,
JH4TB2H26CC000012,1462539385097,4,8500,27.61088435,71.08887815,42.17342,-71.0491,
1HGCM82633A004364,1462539385157,54,9000,28.84683412,71.75534356,41.66253,-70.1402,
1LNHM81W8YY836542,1462539385217,54,3000,30.08278388,72.42180896,42.12951,-70.9119,
1ZVHT82H485113468,1462539385277,3,2000,31.31873365,73.08827436,42.02975,-71.1019,
JTMKF4DV5B5309266,1462539385337,43,4000,20,73.75473977,42.02195,-71.0188,
WP0CA29863U153393,1462539385397,3,4000,23,74.42120517,41.9316,-70.5611,
2FTRX07W53C371594,1462539385457,42,4500,23,75.08767057,42.08235,-70.9373,
1FAHP26W49G252752,1462539385517,23,5000,25,75.75413597,42.0794,-71.0346,
JH4TB2H26CC000013,1462539385577,32,5500,25,76.42060138,42.0863,-70.9993,
1HGCM82633A004365,1462539385637,45,6000,15,23,41.97047,-70.7014,
1LNHM81W8YY836543,1462539385697,56,6500,25,23,41.97047,-70.7014,
1ZVHT82H485113469,1462539385757,57,7000,25,23,41.97047,-70.7014,
JTMKF4DV5B5309267,1462539385817,38,7500,28,34,42.13609,-70.6883,
WP0CA29863U153394,1462539385877,23,8000,14,34,42.4529,-71.2162,
2FTRX07W53C371595,1462539385937,23,8500,24,65,42.4393,-71.2355,
1FAHP26W49G252753,1462539385997,45,9000,19,56,42.3244,-71.1393,
JH4TB2H26CC000014,1462539386057,3,3000,19,45,42.34475,-71.1214,
1HGCM82633A004366,1462539386117,23,2000,20.42307692,45,42.18005,-71.0892,
1LNHM81W8YY836544,1462539386177,34,4000,20.20879121,56,42.39303,-71.2477,
1ZVHT82H485113470,1462539386237,34,4000,19.99450549,67,42.3925,-71.2215,
JTMKF4DV5B5309268,1462539386297,45,4500,19.78021978,56,42.37045,-71.2356,
WP0CA29863U153395,1462539386357,45,5000,19.56593407,45,42.35672,-71.2505,
2FTRX07W53C371596,1462539386417,4,5500,19.35164835,44,42.4464,-71.4594,
1FAHP26W49G252754,1462539386477,54,6000,19.13736264,45,42.18005,-71.0892,
JH4TB2H26CC000015,1462539386537,54,6500,18.92307692,56,42.35473,-71.1881,
1HGCM82633A004367,1462539386597,3,7000,18.70879121,67,42.3212,-71.193,
1LNHM81W8YY836545,1462539386657,43,7500,18.49450549,64.09558824,42.353,-71.2091,
1ZVHT82H485113471,1462539386717,3,8000,18.28021978,66.09313725,42.31883,-71.2082,
JTMKF4DV5B5309269,1462539386777,42,8500,18.06593407,68.09068627,42.33165,-71.2576,
WP0CA29863U153396,1462539386837,23,9000,17.85164835,70.08823529,42.312,-71.2205,
2FTRX07W53C371597,1462539386897,32,3000,17.63736264,72.08578431,42.35105,-71.2268,
1FAHP26W49G252755,1462539386957,45,2000,17.42307692,74.08333333,42.34583,-71.2474,
JH4TB2H26CC000016,1462539387017,56,4000,17.20879121,76.08088235,42.322,-71.1731,
1HGCM82633A004368,1462539387077,57,4000,16.99450549,78.07843137,42.32525,-71.2319,
1LNHM81W8YY836546,1462539387137,38,4500,16.78021978,80.07598039,42.4464,-71.4594,
1ZVHT82H485113472,1462539387197,23,5000,16.56593407,43,42.3713,-71.182,
JTMKF4DV5B5309270,1462539387257,23,5500,16.35164835,34,42.4195,-71.1564,
WP0CA29863U153397,1462539387317,45,6000,16.13736264,32,42.4464,-71.4594,
2FTRX07W53C371598,1462539387377,3,6500,15.92307692,23,42.41675,-71.1776,
1FAHP26W49G252756,1462539387437,23,7000,15.70879121,12,42.4464,-71.4594,
JH4TB2H26CC000017,1462539387497,34,7500,15.49450549,34,42.39155,-71.1747,
1HGCM82633A004369,1462539387557,34,8000,15.28021978,23,42.4464,-71.4594,
1LNHM81W8YY836547,1462539387617,45,8500,15.06593407,23,42.31333,-71.2765,
1ZVHT82H485113473,1462539387677,45,9000,14.85164835,23,42.3001,-71.3034,
JTMKF4DV5B5309271,1462539387737,4,3000,14.63736264,34,42.27825,-71.2339,
WP0CA29863U153398,1462539387797,54,2000,14.42307692,23,42.35866,-71.2883,
2FTRX07W53C371599,1462539387857,54,4000,14.20879121,34,42.29813,-71.2315,
1FAHP26W49G252757,1462539387917,3,4000,17,23,42.4464,-71.4594,
JH4TB2H26CC000018,1462539387977,43,4500,18,23,41.75184,-70.5976,
1HGCM82633A004370,1462539388037,3,5000,19,34,41.66566,-70.616,
1LNHM81W8YY836548,1462539388097,42,5500,20,23,41.34558,-70.7515,
1ZVHT82H485113474,1462539388157,23,6000,21.43113553,25,41.57899,-70.5614,
JTMKF4DV5B5309272,1462539388217,32,6500,22.6670853,26,41.73384,-70.4375,
WP0CA29863U153399,1462539388277,45,7000,23.90303506,26,41.78292,-70.6488,
2FTRX07W53C371600,1462539388337,56,7500,25.13898482,27.85,41.38048,-70.5245,
1FAHP26W49G252758,1462539388397,57,8000,26.37493459,28.11911765,41.56105,-70.6197,
JH4TB2H26CC000019,1462539388457,38,8500,27.61088435,28.38823529,41.79931,-70.3087,
1HGCM82633A004371,1462539388517,23,9000,28.84683412,28.65735294,41.66561,-70.5246,
1LNHM81W8YY836549,1462539388577,23,3000,30.08278388,28.92647059,41.52679,-70.6651,
1ZVHT82H485113475,1462539388637,45,2000,31.31873365,29.19558824,41.62178,-70.5043,
JTMKF4DV5B5309273,1462539388697,3,4000,20,29.46470588,41.45332,-70.558,
WP0CA29863U153400,1462539388757,23,4000,23,29.73382353,41.37984,-70.6431,
2FTRX07W53C371601,1462539388817,34,4500,23,30.00294118,41.67336,-70.608,
1FAHP26W49G252759,1462539388877,34,5000,25,30.27205882,41.27676,-70.0909,
JH4TB2H26CC000020,1462539388937,45,5500,25,30.54117647,41.6403,-70.6304,
1HGCM82633A004372,1462539388997,45,6000,15,30.81029412,41.41738,-70.56,
1LNHM81W8YY836550,1462539389057,4,6500,25,31.07941176,41.74642,-70.6596,
1ZVHT82H485113476,1462539389117,54,7000,25,31.34852941,41.69413,-70.6171,
JTMKF4DV5B5309274,1462539389177,54,7500,28,31.61764706,41.77025,-70.5337,
WP0CA29863U153401,1462539389237,3,8000,14,31.88676471,41.79326,-70.5196,
2FTRX07W53C371602,1462539389297,43,8500,24,32.15588235,41.73565,-70.4887,
1FAHP26W49G252760,1462539389357,3,9000,19,32.425,41.27395,-70.0155,
JH4TB2H26CC000021,1462539389417,42,3000,19,32.69411765,41.79931,-70.3087,
1HGCM82633A004373,1462539389477,23,2000,20.42307692,32.96323529,41.79197,-70.5309,
1LNHM81W8YY836551,1462539389537,32,4000,20.20879121,33.23235294,41.45126,-70.6087,
1ZVHT82H485113477,1462539389597,45,4000,19.99450549,33.50147059,41.75155,-70.7106,
JTMKF4DV5B5309275,1462539389657,56,3000,19.78021978,33.77058824,41.37984,-70.6431,
WP0CA29863U153402,1462539389717,57,2000,19.56593407,34.03970588,41.60395,-70.6382,
2FTRX07W53C371603,1462539389777,38,4000,19.35164835,34.30882353,41.37881,-70.6638,
1FAHP26W49G252761,1462539389837,23,4000,19.13736264,34.57794118,41.77604,-70.7578,
JH4TB2H26CC000022,1462539389897,23,4500,18.92307692,34.84705882,41.27779,-70.046,
1HGCM82633A004374,1462539389957,45,5000,18.70879121,35.11617647,41.38159,-70.6635,
1LNHM81W8YY836552,1462539390017,3,5500,18.49450549,35.38529412,41.65474,-70.2895,
1ZVHT82H485113478,1462539390077,23,6000,18.28021978,35.65441176,41.64053,-70.4333,
JTMKF4DV5B5309276,1462539390137,34,6500,18.06593407,35.92352941,41.70033,-70.2957,
WP0CA29863U153403,1462539390197,34,7000,17.85164835,36.19264706,41.74665,-70.0777,
2FTRX07W53C371604,1462539390257,45,7500,17.63736264,36.46176471,41.65872,-70.3466,
1FAHP26W49G252762,1462539390317,45,8000,17.42307692,36.73088235,41.68653,-69.9775,
JH4TB2H26CC000023,1462539390377,4,8500,17.20879121,37,41.79931,-70.3087,
1HGCM82633A004375,1462539390437,54,9000,16.99450549,37.26911765,41.62504,-70.4432,
1LNHM81W8YY836553,1462539390497,54,3000,16.78021978,37.53823529,41.79931,-70.3087,
1ZVHT82H485113479,1462539390557,3,2000,16.56593407,37.80735294,41.70144,-70.2772,
JTMKF4DV5B5309277,1462539390617,43,4000,16.35164835,38.07647059,41.73668,-70.1918,
WP0CA29863U153404,1462539390677,3,4000,16.13736264,38.34558824,41.66112,-70.1335,
2FTRX07W53C371605,1462539390737,42,4500,15.92307692,38.61470588,41.73471,-70.2047,
1FAHP26W49G252763,1462539390797,23,5000,15.70879121,38.88382353,41.84409,-69.9892,
JH4TB2H26CC000024,1462539390857,32,5500,15.49450549,39.15294118,41.78431,-69.962,
1HGCM82633A004376,1462539390917,45,6000,15.28021978,39.42205882,41.68346,-70.5121,
1LNHM81W8YY836554,1462539390977,56,6500,15.06593407,39.69117647,41.70733,-70.0568,
1ZVHT82H485113480,1462539391037,57,7000,14.85164835,39.96029412,41.66922,-70.0742,
JTMKF4DV5B5309278,1462539391097,38,7500,14.63736264,40.22941176,41.63275,-70.3044,
WP0CA29863U153405,1462539391157,23,8000,14.42307692,40.49852941,41.66769,-70.4168,
2FTRX07W53C371606,1462539391217,23,8500,14.20879121,40.76764706,41.61374,-70.4875,
JH4TB2H26CC000000,1462539391277,45,9000,17,41.03676471,41.70227,-69.9696,
1HGCM82633A004352,1462539391337,3,3000,18,41.30588235,41.82426,-69.9818,
1LNHM81W8YY836530,1462539391397,23,2000,19,41.575,42.02889,-70.0794,
1ZVHT82H485113456,1462539391457,34,4000,20,41.84411765,41.77765,-69.9731,
JTMKF4DV5B5309254,1462539391517,34,4000,21.43113553,42.11323529,41.54397,-69.9872,
WP0CA29863U153381,1462539391577,45,4500,22.6670853,42.38235294,41.63294,-70.3869,
2FTRX07W53C371582,1462539391637,45,5000,23.90303506,42.65147059,42.05336,-70.1895,
1FAHP26W49G252740,1462539391697,4,5500,25.13898482,42.92058824,41.67863,-70.025,
JH4TB2H26CC000001,1462539391757,54,6000,26.37493459,23,41.71234,-70.1617,
1HGCM82633A004353,1462539391817,54,6500,27.61088435,23,41.6758,-70.0396,
1LNHM81W8YY836531,1462539391877,3,7000,28.84683412,23,41.75669,-69.9841,
1ZVHT82H485113457,1462539391937,43,7500,30.08278388,32,41.80053,-70.0768,
JTMKF4DV5B5309255,1462539391997,3,8000,31.31873365,23,41.67098,-70.198,
WP0CA29863U153382,1462539392057,42,8500,20,22,41.9928,-70.0543,
2FTRX07W53C371583,1462539392117,23,9000,23,34,41.92241,-70.0148,
1FAHP26W49G252741,1462539392177,32,3000,23,34,41.70631,-70.3705,
JH4TB2H26CC000002,1462539392237,45,2000,25,23.26320297,41.67364,-69.9949,
1HGCM82633A004354,1462539392297,56,4000,25,21.91270847,41.65975,-70.1709,
1LNHM81W8YY836532,1462539392357,57,4000,15,20.56221396,41.66559,-70.1115,
1ZVHT82H485113458,1462539392417,38,4500,25,19.21171946,41.63608,-70.3196,
JTMKF4DV5B5309256,1462539392477,23,5000,25,17.86122495,41.65688,-70.2373,
WP0CA29863U153383,1462539392537,23,5500,28,16.51073045,41.70321,-70.224,
2FTRX07W53C371584,1462539392597,45,6000,14,15.16023594,41.79219,-71.0645,
1FAHP26W49G252742,1462539392657,3,6500,24,13.80974144,41.9281,-71.3146,
JH4TB2H26CC000003,1462539392717,23,7000,19,45,41.75621,-71.0671,
1HGCM82633A004355,1462539392777,34,7500,19,11.10875242,41.42967,-70.8954,
1LNHM81W8YY836533,1462539392837,34,8000,20.42307692,9.758257919,41.75621,-71.0671,
1ZVHT82H485113459,1462539392897,45,8500,20.20879121,8.407763413,41.81151,-71.1363,
JTMKF4DV5B5309257,1462539392957,45,9000,19.99450549,23,41.76593,-70.9533,
WP0CA29863U153384,1462539393017,4,3000,19.78021978,32,41.87625,-71.0183,
2FTRX07W53C371585,1462539393077,54,2000,19.56593407,33,41.63415,-70.8814,
1FAHP26W49G252743,1462539393137,54,4000,19.35164835,23,41.71695,-71.1399,
JH4TB2H26CC000004,1462539393197,3,4000,19.13736264,23,41.68545,-71.1543,
1HGCM82633A004356,1462539393257,43,4500,18.92307692,34,41.75621,-71.0671,
1LNHM81W8YY836534,1462539393317,3,5000,18.70879121,23,41.69137,-71.1323,
1ZVHT82H485113460,1462539393377,42,5500,18.49450549,23,41.68415,-71.1744,
JTMKF4DV5B5309258,1462539393437,23,6000,18.28021978,26,41.72165,-71.1748,
WP0CA29863U153385,1462539393497,32,6500,18.06593407,29,41.75483,-71.1489,
2FTRX07W53C371586,1462539393557,45,7000,17.85164835,32,41.99935,-71.1136,
1FAHP26W49G252744,1462539393617,56,7500,17.63736264,21,41.7066,-70.7509,
JH4TB2H26CC000005,1462539393677,57,8000,17.42307692,34,41.65478,-70.8009,
1HGCM82633A004357,1462539393737,38,8500,17.20879121,28.15384615,41.63475,-70.9375,
1LNHM81W8YY836535,1462539393797,23,9000,16.99450549,28.26373626,41.75621,-71.0671,
1ZVHT82H485113461,1462539393857,23,3000,16.78021978,28.37362637,41.61956,-70.9563,
JTMKF4DV5B5309259,1462539393917,45,2000,16.56593407,28.48351648,41.69702,-70.9102,
WP0CA29863U153386,1462539393977,3,4000,16.35164835,28.59340659,41.61075,-70.9145,
2FTRX07W53C371587,1462539394037,23,4000,16.13736264,28.7032967,41.69281,-70.9326,
1FAHP26W49G252745,1462539394097,34,4500,15.92307692,28.81318681,41.65934,-70.9335,
JH4TB2H26CC000006,1462539394157,34,5000,15.70879121,28.92307692,41.63792,-70.9908,
1HGCM82633A004358,1462539394217,45,5500,15.49450549,29.03296703,41.59156,-70.9494,
1LNHM81W8YY836536,1462539394277,45,6000,15.28021978,29.14285714,41.9755,-71.3309,
1ZVHT82H485113462,1462539394337,4,6500,15.06593407,29.25274725,41.75621,-71.0671,
JTMKF4DV5B5309260,1462539394397,54,7000,14.85164835,29.36263736,42.01185,-71.3239,
WP0CA29863U153387,1462539394457,54,7500,14.63736264,29.47252747,41.96795,-71.3102,
2FTRX07W53C371588,1462539394517,3,8000,14.42307692,29.58241758,41.85156,-71.1513,
1FAHP26W49G252746,1462539394577,43,8500,14.20879121,29.69230769,41.96919,-71.1854,
JH4TB2H26CC000007,1462539394637,3,9000,17,29.8021978,41.93459,-71.0491,
1HGCM82633A004359,1462539394697,42,3000,18,29.91208791,41.75621,-71.0671,
1LNHM81W8YY836537,1462539394757,23,2000,19,30.02197802,41.83507,-71.2612,
1ZVHT82H485113463,1462539394817,32,4000,20,30.13186813,41.76078,-70.8385,
JTMKF4DV5B5309261,1462539394877,45,4000,21.43113553,30.24175824,41.84345,-71.3234,
WP0CA29863U153388,1462539394937,56,3000,22.6670853,30.35164835,41.74155,-71.2143,
2FTRX07W53C371589,1462539394997,57,2000,23.90303506,30.46153846,41.82525,-71.078,
1FAHP26W49G252747,1462539395057,38,4000,25.13898482,30.57142857,41.90489,-71.1029,
JH4TB2H26CC000008,1462539395117,23,4000,26.37493459,30.68131868,41.52288,-71.0693,
1HGCM82633A004360,1462539395177,23,4500,27.61088435,30.79120879,41.75621,-71.0671,
1LNHM81W8YY836538,1462539395237,45,5000,28.84683412,30.9010989,41.48783,-71.4576,
1ZVHT82H485113464,1462539395297,3,5500,30.08278388,31.01098901,41.60252,-71.089,
JTMKF4DV5B5309262,1462539395357,23,6000,31.31873365,31.12087912,41.5191,-71.0851,
WP0CA29863U153389,1462539395417,34,6500,20,31.23076923,41.53013,-71.2841,
2FTRX07W53C371590,1462539395477,34,7000,23,31.34065934,41.9541,-71.4621,
1FAHP26W49G252748,1462539395537,45,7500,23,31.45054945,41.43007,-71.781,
JH4TB2H26CC000009,1462539395597,45,8000,25,31.56043956,41.83047,-71.7117,
1HGCM82633A004361,1462539395657,4,8500,25,31.67032967,41.74683,-71.3203,
1LNHM81W8YY836539,1462539395717,54,9000,15,31.78021978,41.17139,-71.5836,
1ZVHT82H485113465,1462539395777,54,3000,25,31.89010989,41.40201,-71.7479,
JTMKF4DV5B5309263,1462539395837,3,2000,25,32,41.6842,-71.2687,
WP0CA29863U153390,1462539395897,43,4000,28,32.10989011,41.46603,-71.6641,
2FTRX07W53C371591,1462539395957,3,4000,14,32.21978022,41.38526,-71.6681,
1FAHP26W49G252749,1462539396017,42,4500,24,32.32967033,41.896,-71.7034,
JH4TB2H26CC000010,1462539396077,23,5000,19,32.43956044,41.77786,-71.6701,
1HGCM82633A004362,1462539396137,32,5500,19,32.54945055,41.69105,-71.5746,
1LNHM81W8YY836540,1462539396197,45,6000,20.42307692,32.65934066,41.62587,-71.6702,
1ZVHT82H485113466,1462539396257,56,6500,20.20879121,32.76923077,41.64973,-71.4682,
JTMKF4DV5B5309264,1462539396317,57,7000,19.99450549,32.87912088,41.56394,-71.6055,
WP0CA29863U153391,1462539396377,38,7500,19.78021978,32.98901099,41.7312,-71.5468,
2FTRX07W53C371592,1462539396437,23,8000,19.56593407,33.0989011,42.00025,-71.5631,
1FAHP26W49G252750,1462539396497,23,8500,19.35164835,33.20879121,41.78515,-71.7202,
JH4TB2H26CC000011,1462539396557,45,9000,19.13736264,33.31868132,41.98242,-71.6008,
1HGCM82633A004363,1462539396617,3,3000,18.92307692,33.42857143,41.69542,-71.7447,
1LNHM81W8YY836541,1462539396677,23,2000,18.70879121,33.53846154,41.8708,-71.5539,
1ZVHT82H485113467,1462539396737,34,4000,18.49450549,33.64835165,41.8793,-71.5894,
JTMKF4DV5B5309265,1462539396797,34,4000,18.28021978,33.75824176,41.97666,-71.6497,
WP0CA29863U153392,1462539396857,45,4500,18.06593407,33.86813187,41.73865,-71.5748,
2FTRX07W53C371593,1462539396917,45,5000,17.85164835,33.97802198,41.51141,-71.7274,
1FAHP26W49G252751,1462539396977,4,5500,17.63736264,34.08791209,41.47082,-71.7772,
JH4TB2H26CC000012,1462539397037,54,6000,17.42307692,34.1978022,41.52031,-71.3718,
1HGCM82633A004364,1462539397097,54,6500,17.20879121,34.30769231,41.44884,-71.6215,
1LNHM81W8YY836542,1462539397157,3,7000,16.99450549,34.41758242,41.51804,-71.1655,
1ZVHT82H485113468,1462539397217,43,7500,16.78021978,34.52747253,41.9687,-71.475,
JTMKF4DV5B5309266,1462539397277,3,8000,16.56593407,34.63736264,41.94811,-71.64,
WP0CA29863U153393,1462539397337,42,8500,16.35164835,34.74725275,41.488,-71.3126,
2FTRX07W53C371594,1462539397397,23,9000,16.13736264,34.85714286,41.49898,-71.299,
1FAHP26W49G252752,1462539397457,32,3000,15.92307692,34.96703297,41.51174,-71.2866,
JH4TB2H26CC000013,1462539397517,45,2000,15.70879121,35.07692308,41.5897,-71.454,
1HGCM82633A004365,1462539397577,56,4000,15.49450549,35.18681319,41.37532,-71.6439,
1LNHM81W8YY836543,1462539397637,57,4000,15.28021978,35.2967033,41.83902,-71.6257,
1ZVHT82H485113469,1462539397697,38,4500,15.06593407,35.40659341,41.96186,-71.6466,
JTMKF4DV5B5309267,1462539397757,23,5000,14.85164835,35.51648352,41.9649,-71.7231,
WP0CA29863U153394,1462539397817,23,5500,14.63736264,35.62637363,41.8721,-71.3901,
2FTRX07W53C371595,1462539397877,45,6000,14.42307692,35.73626374,41.88163,-71.3558,
1FAHP26W49G252753,1462539397937,3,6500,14.20879121,35.84615385,41.86125,-71.3691,
JH4TB2H26CC000014,1462539397997,23,7000,17,35.95604396,41.88986,-71.3926,
