speed,rpm,calculatedEngineload,ts
43,4000,28,1327432
3,4000,14,1328632
42,4500,24,1329832
23,5000,19,1331032
32,5500,19,1332232
45,6000,20.42307692,1333432
56,6500,20.20879121,1334632
57,7000,19.99450549,1335832
38,7500,19.78021978,1337032
23,8000,19.56593407,1338232
23,8500,19.35164835,1339432
45,9000,19.13736264,1340632
3,3000,18.92307692,1341832
23,2000,18.70879121,1343032
34,4000,18.49450549,1344232
34,4000,18.28021978,1345432
45,4500,18.06593407,1346632
45,5000,17.85164835,1347832
4,5500,17.63736264,1349032
54,6000,17.42307692,1350232
54,6500,17.20879121,1351432
3,7000,16.99450549,1352632
43,7500,16.78021978,1353832
3,8000,16.56593407,1355032
42,8500,16.35164835,1356232
23,9000,16.13736264,1357432
32,3000,15.92307692,1358632
45,2000,15.70879121,1359832
56,4000,15.49450549,1361032
57,4000,15.28021978,1362232
38,4500,15.06593407,1363432
23,5000,14.85164835,1364632
23,5500,14.63736264,1365832
45,6000,14.42307692,1367032
3,6500,14.20879121,1368232
23,7000,17,1369432
34,7500,18,1370632
34,8000,19,1371832
45,8500,20,1373032
45,9000,21.43113553,1374232
4,3000,22.6670853,1375432
54,2000,23.90303506,1376632
54,4000,25.13898482,1377832
3,4000,26.37493459,1379032
43,4500,27.61088435,1380232
3,5000,28.84683412,1381432
42,5500,30.08278388,1382632
23,6000,31.31873365,1383832
32,6500,20,1385032
45,7000,23,1386232
56,7500,23,1387432
57,8000,25,1388632
38,8500,25,1389832
23,9000,15,1391032
23,3000,25,1392232
45,2000,25,1393432
3,4000,28,1394632
23,4000,14,1395832
34,4500,24,1397032
34,5000,19,1398232
45,5500,19,1399432
45,6000,20.42307692,1400632
4,6500,20.20879121,1401832
54,7000,19.99450549,1403032
54,7500,19.78021978,1404232
3,8000,19.56593407,1405432
43,8500,19.35164835,1406632
3,9000,19.13736264,1407832
42,3000,18.92307692,1409032
23,2000,18.70879121,1410232
32,4000,18.49450549,1411432
45,4000,18.28021978,1412632
56,3000,18.06593407,1413832
57,2000,17.85164835,1415032
38,4000,17.63736264,1416232
23,4000,17.42307692,1417432
23,4500,17.20879121,1418632
45,5000,16.99450549,1419832
3,5500,16.78021978,1421032
23,6000,16.56593407,1422232
34,6500,16.35164835,1423432
34,7000,16.13736264,1424632
45,7500,15.92307692,1425832
45,8000,15.70879121,1427032
4,8500,15.49450549,1428232
54,9000,15.28021978,1429432
54,3000,15.06593407,1430632
3,2000,14.85164835,1431832
43,4000,14.63736264,1433032
3,4000,14.42307692,1434232
42,4500,14.20879121,1435432
23,5000,17,1436632
32,5500,18,1437832
45,6000,19,1439032
56,6500,20,1440232
57,7000,21.43113553,1441432
38,7500,22.6670853,1442632
23,8000,23.90303506,1443832
23,8500,25.13898482,1445032
45,9000,26.37493459,1446232
3,3000,27.61088435,1447432
23,2000,28.84683412,1448632
34,4000,30.08278388,1449832
34,4000,31.31873365,1451032
45,4500,20,1452232
45,5000,23,1453432
4,5500,23,1454632
54,6000,25,1455832
54,6500,25,1457032
3,7000,15,1458232
43,7500,25,1459432
3,8000,25,1460632
42,8500,28,1461832
23,9000,14,1463032
32,3000,24,1464232
45,2000,19,1465432
56,4000,19,1466632
57,4000,20.42307692,1467832
38,4500,20.20879121,1469032
23,5000,19.99450549,1470232
23,5500,19.78021978,1471432
45,6000,19.56593407,1472632
3,6500,19.35164835,1473832
23,7000,19.13736264,1475032
34,7500,18.92307692,1476232
34,8000,18.70879121,1477432
45,8500,18.49450549,1478632
45,9000,18.28021978,1479832
4,3000,18.06593407,1481032
54,2000,17.85164835,1482232
54,4000,17.63736264,1483432
3,4000,17.42307692,1484632
43,4500,17.20879121,1485832
3,5000,16.99450549,1487032
42,5500,16.78021978,1488232
23,6000,16.56593407,1489432
32,6500,16.35164835,1490632
45,7000,16.13736264,1491832
56,7500,15.92307692,1493032
57,8000,15.70879121,1494232
38,8500,15.49450549,1495432
23,9000,15.28021978,1496632
23,3000,15.06593407,1497832
45,2000,14.85164835,1499032
3,4000,14.63736264,1500232
23,4000,14.42307692,1501432
34,4500,14.20879121,1502632
34,5000,17,1503832
45,5500,18,1505032
45,6000,19,1506232
4,6500,20,1507432
54,7000,21.43113553,1508632
54,7500,22.6670853,1509832
3,8000,23.90303506,1511032
43,8500,25.13898482,1512232
3,9000,26.37493459,1513432
42,3000,27.61088435,1514632
23,2000,28.84683412,1515832
32,4000,30.08278388,1517032
45,4000,31.31873365,1518232
56,3000,20,1519432
57,2000,23,1520632
38,4000,23,1521832
23,4000,25,1523032
23,4500,25,1524232
45,5000,15,1525432
3,5500,25,1526632
23,6000,25,1527832
34,6500,28,1529032
34,7000,14,1530232
45,7500,24,1531432
45,8000,19,1532632
4,8500,19,1533832
54,9000,20.42307692,1535032
54,3000,20.20879121,1536232
3,2000,19.99450549,1537432
43,4000,19.78021978,1538632
3,4000,19.56593407,1539832
42,4500,19.35164835,1541032
23,5000,19.13736264,1542232
32,5500,18.92307692,1543432
45,6000,18.70879121,1544632
56,6500,18.49450549,1545832
57,7000,18.28021978,1547032
38,7500,18.06593407,1548232
23,8000,17.85164835,1549432
23,8500,17.63736264,1550632
45,9000,17.42307692,1551832
3,3000,17.20879121,1553032
23,2000,16.99450549,1554232
34,4000,16.78021978,1555432
34,4000,16.56593407,1556632
45,4500,16.35164835,1557832
45,5000,16.13736264,1559032
4,5500,15.92307692,1560232
54,6000,15.70879121,1561432
54,6500,15.49450549,1562632
3,7000,15.28021978,1563832
43,7500,15.06593407,1565032
3,8000,14.85164835,1566232
42,8500,14.63736264,1567432
23,9000,14.42307692,1568632
32,3000,14.20879121,1569832
45,2000,17,1571032
56,4000,18,1572232
57,4000,19,1573432
38,4500,20,1574632
23,5000,21.43113553,1575832
23,5500,22.6670853,1577032
45,6000,23.90303506,1578232
3,6500,25.13898482,1579432
23,7000,26.37493459,1580632
34,7500,27.61088435,1581832
34,8000,28.84683412,1583032
45,8500,30.08278388,1584232
45,9000,31.31873365,1585432
4,3000,20,1586632
54,2000,23,1587832
54,4000,23,1589032
3,4000,25,1590232
43,4500,25,1591432
3,5000,15,1592632
42,5500,25,1593832
23,6000,25,1595032
32,6500,28,1596232
45,7000,14,1597432
56,7500,24,1598632
57,8000,19,1599832
38,8500,19,1601032
23,9000,20.42307692,1602232
23,3000,20.20879121,1603432
45,2000,19.99450549,1604632
3,4000,19.78021978,1605832
23,4000,19.56593407,1607032
34,4500,19.35164835,1608232
34,5000,19.13736264,1609432
45,5500,18.92307692,1610632
45,6000,18.70879121,1611832
4,6500,18.49450549,1613032
54,7000,18.28021978,1614232
54,7500,18.06593407,1615432
3,8000,17.85164835,1616632
43,8500,17.63736264,1617832
3,9000,17.42307692,1619032
42,3000,17.20879121,1620232
23,2000,16.99450549,1621432
32,4000,16.78021978,1622632
45,4000,16.56593407,1623832
56,3000,16.35164835,1625032
57,2000,16.13736264,1626232
38,4000,15.92307692,1627432
23,4000,15.70879121,1628632
23,4500,15.49450549,1629832
45,5000,15.28021978,1631032
3,5500,15.06593407,1632232
23,6000,14.85164835,1633432
34,6500,14.63736264,1634632
34,7000,14.42307692,1635832
45,7500,14.20879121,1637032
45,8000,17,1638232
4,8500,18,1639432
54,9000,19,1640632
54,3000,20,1641832
3,2000,21.43113553,1643032
43,4000,22.6670853,1644232
3,4000,23.90303506,1645432
42,4500,25.13898482,1646632
23,5000,26.37493459,1647832
32,5500,27.61088435,1649032
45,6000,28.84683412,1650232
56,6500,30.08278388,1651432
57,7000,31.31873365,1652632
38,7500,20,1653832
23,8000,23,1655032
23,8500,23,1656232
45,9000,25,1657432
3,3000,25,1658632
23,2000,15,1659832
34,4000,25,1661032
34,4000,25,1662232
45,4500,28,1663432
45,5000,14,1664632
4,5500,24,1665832
54,6000,19,1667032
54,6500,19,1668232
3,7000,20.42307692,1669432
43,7500,20.20879121,1670632
3,8000,19.99450549,1671832
42,8500,19.78021978,1673032
23,9000,19.56593407,1674232
32,3000,19.35164835,1675432
45,2000,19.13736264,1676632
56,4000,18.92307692,1677832
57,4000,18.70879121,1679032
38,4500,18.49450549,1680232
23,5000,18.28021978,1681432
23,5500,18.06593407,1682632
45,6000,17.85164835,1683832
3,6500,17.63736264,1685032
23,7000,17.42307692,1686232
34,7500,17.20879121,1687432
34,8000,16.99450549,1688632
45,8500,16.78021978,1689832
45,9000,16.56593407,1691032
4,3000,16.35164835,1692232
54,2000,16.13736264,1693432
54,4000,15.92307692,1694632
3,4000,15.70879121,1695832
43,4500,15.49450549,1697032
3,5000,15.28021978,1698232
42,5500,15.06593407,1699432
23,6000,14.85164835,1700632
32,6500,14.63736264,1701832
45,7000,14.42307692,1703032
56,7500,14.20879121,1704232
57,8000,17,1705432
38,8500,18,1706632
23,9000,19,1707832
23,3000,20,1709032
45,2000,21.43113553,1710232
3,4000,22.6670853,1711432
23,4000,23.90303506,1712632
34,4500,25.13898482,1713832
34,5000,26.37493459,1715032
45,5500,27.61088435,1716232
45,6000,28.84683412,1717432
4,6500,30.08278388,1718632
54,7000,31.31873365,1719832
54,7500,20,1721032
3,8000,23,1722232
43,8500,23,1723432
3,9000,25,1724632
42,3000,25,1725832
23,2000,15,1727032
32,4000,25,1728232
45,4000,25,1729432
56,3000,28,1730632
57,2000,14,1731832
38,4000,24,1733032
23,4000,19,1734232
23,4500,19,1735432
45,5000,20.42307692,1736632
3,5500,20.20879121,1737832
23,6000,19.99450549,1739032
34,6500,19.78021978,1740232
34,7000,19.56593407,1741432
45,7500,19.35164835,1742632
45,8000,19.13736264,1743832
4,8500,18.92307692,1745032
54,9000,18.70879121,1746232
54,3000,18.49450549,1747432
3,2000,18.28021978,1748632
43,4000,18.06593407,1749832
3,4000,17.85164835,1751032
42,4500,17.63736264,1752232
23,5000,17.42307692,1753432
32,5500,17.20879121,1754632
45,6000,16.99450549,1755832
56,6500,16.78021978,1757032
57,7000,16.56593407,1758232
38,7500,16.35164835,1759432
23,8000,16.13736264,1760632
23,8500,15.92307692,1761832
45,9000,15.70879121,1763032
3,3000,15.49450549,1764232
23,2000,15.28021978,1765432
34,4000,15.06593407,1766632
34,4000,14.85164835,1767832
45,4500,14.63736264,1769032
45,5000,14.42307692,1770232
4,5500,14.20879121,1771432
54,6000,17,1772632
54,6500,18,1773832
3,7000,19,1775032
43,7500,20,1776232
3,8000,21.43113553,1777432
42,8500,22.6670853,1778632
23,9000,23.90303506,1779832
32,3000,25.13898482,1781032
45,2000,26.37493459,1782232
56,4000,27.61088435,1783432
57,4000,28.84683412,1784632
38,4500,30.08278388,1785832
23,5000,31.31873365,1787032
23,5500,20,1788232
45,6000,23,1789432
3,6500,23,1790632
23,7000,25,1791832
34,7500,25,1793032
34,8000,15,1794232
45,8500,25,1795432
45,9000,25,1796632
4,3000,28,1797832
54,2000,14,1799032
54,4000,24,1800232
3,4000,19,1801432
43,4500,19,1802632
3,5000,20.42307692,1803832
42,5500,20.20879121,1805032
23,6000,19.99450549,1806232
32,6500,19.78021978,1807432
45,7000,19.56593407,1808632
56,7500,19.35164835,1809832
57,8000,19.13736264,1811032
38,8500,18.92307692,1812232
23,9000,18.70879121,1813432
23,3000,18.49450549,1814632
45,2000,18.28021978,1815832
3,4000,18.06593407,1817032
23,4000,17.85164835,1818232
34,4500,17.63736264,1819432
34,5000,17.42307692,1820632
45,5500,17.20879121,1821832
45,6000,16.99450549,1823032
4,6500,16.78021978,1824232
54,7000,16.56593407,1825432
54,7500,16.35164835,1826632
3,8000,16.13736264,1827832
43,8500,15.92307692,1829032
3,9000,15.70879121,1830232
42,3000,15.49450549,1831432
23,2000,15.28021978,1832632
32,4000,15.06593407,1833832
45,4000,14.85164835,1835032
56,3000,14.63736264,1836232
57,2000,14.42307692,1837432
38,4000,14.20879121,1838632
23,4000,17,1839832
23,4500,18,1841032
45,5000,19,1842232
3,5500,20,1843432
23,6000,21.43113553,1844632
34,6500,22.6670853,1845832
34,7000,23.90303506,1847032
45,7500,25.13898482,1848232
45,8000,26.37493459,1849432
4,8500,27.61088435,1850632
54,9000,28.84683412,1851832
54,3000,30.08278388,1853032
3,2000,31.31873365,1854232
43,4000,20,1855432
3,4000,23,1856632
42,4500,23,1857832
23,5000,25,1859032
32,5500,25,1860232
45,6000,15,1861432
56,6500,25,1862632
57,7000,25,1863832
38,7500,28,1865032
23,8000,14,1866232
23,8500,24,1867432
45,9000,19,1868632
3,3000,19,1869832
23,2000,20.42307692,1871032
34,4000,20.20879121,1872232
34,4000,19.99450549,1873432
45,4500,19.78021978,1874632
45,5000,19.56593407,1875832
4,5500,19.35164835,1877032
54,6000,19.13736264,1878232
54,6500,18.92307692,1879432
3,7000,18.70879121,1880632
43,7500,18.49450549,1881832
3,8000,18.28021978,1883032
42,8500,18.06593407,1884232
23,9000,17.85164835,1885432
32,3000,17.63736264,1886632
45,2000,17.42307692,1887832
56,4000,17.20879121,1889032
57,4000,16.99450549,1890232
38,4500,16.78021978,1891432
23,5000,16.56593407,1892632
23,5500,16.35164835,1893832
45,6000,16.13736264,1895032
3,6500,15.92307692,1896232
23,7000,15.70879121,1897432
34,7500,15.49450549,1898632
34,8000,15.28021978,1899832
45,8500,15.06593407,1901032
45,9000,14.85164835,1902232
4,3000,14.63736264,1903432
54,2000,14.42307692,1904632
54,4000,14.20879121,1905832
3,4000,17,1907032
43,4500,18,1908232
3,5000,19,1909432
42,5500,20,1910632
23,6000,21.43113553,1911832
32,6500,22.6670853,1913032
45,7000,23.90303506,1914232
56,7500,25.13898482,1915432
57,8000,26.37493459,1916632
38,8500,27.61088435,1917832
23,9000,28.84683412,1919032
23,3000,30.08278388,1920232
45,2000,31.31873365,1921432
3,4000,20,1922632
23,4000,23,1923832
34,4500,23,1925032
34,5000,25,1926232
45,5500,25,1927432
45,6000,15,1928632
4,6500,25,1929832
54,7000,25,1931032
54,7500,28,1932232
3,8000,14,1933432
43,8500,24,1934632
3,9000,19,1935832
42,3000,19,1937032
23,2000,20.42307692,1938232
32,4000,20.20879121,1939432
45,4000,19.99450549,1940632
56,3000,19.78021978,1941832
57,2000,19.56593407,1943032
38,4000,19.35164835,1944232
23,4000,19.13736264,1945432
23,4500,18.92307692,1946632
45,5000,18.70879121,1947832
3,5500,18.49450549,1949032
23,6000,18.28021978,1950232
34,6500,18.06593407,1951432
34,7000,17.85164835,1952632
45,7500,17.63736264,1953832
45,8000,17.42307692,1955032
4,8500,17.20879121,1956232
54,9000,16.99450549,1957432
54,3000,16.78021978,1958632
3,2000,16.56593407,1959832
43,4000,16.35164835,1961032
3,4000,16.13736264,1962232
42,4500,15.92307692,1963432
23,5000,15.70879121,1964632
32,5500,15.49450549,1965832
45,6000,15.28021978,1967032
56,6500,15.06593407,1968232
57,7000,14.85164835,1969432
38,7500,14.63736264,1970632
23,8000,14.42307692,1971832
23,8500,14.20879121,1973032
45,9000,17,1974232
3,3000,18,1975432
23,2000,19,1976632
34,4000,20,1977832
34,4000,21.43113553,1979032
45,4500,22.6670853,1980232
45,5000,23.90303506,1981432
4,5500,25.13898482,1982632
54,6000,26.37493459,1983832
54,6500,27.61088435,1985032
3,7000,28.84683412,1986232
43,7500,30.08278388,1987432
3,8000,31.31873365,1988632
42,8500,20,1989832
23,9000,23,1991032
32,3000,23,1992232
45,2000,25,1993432
56,4000,25,1994632
57,4000,15,1995832
38,4500,25,1997032
23,5000,25,1998232
23,5500,28,1999432
45,6000,14,2000632
3,6500,24,2001832
23,7000,19,2003032
34,7500,19,2004232
34,8000,20.42307692,2005432
45,8500,20.20879121,2006632
45,9000,19.99450549,2007832
4,3000,19.78021978,2009032
54,2000,19.56593407,2010232
54,4000,19.35164835,2011432
3,4000,19.13736264,2012632
43,4500,18.92307692,2013832
3,5000,18.70879121,2015032
42,5500,18.49450549,2016232
23,6000,18.28021978,2017432
32,6500,18.06593407,2018632
45,7000,17.85164835,2019832
56,7500,17.63736264,2021032
57,8000,17.42307692,2022232
38,8500,17.20879121,2023432
23,9000,16.99450549,2024632
23,3000,16.78021978,2025832
45,2000,16.56593407,2027032
3,4000,16.35164835,2028232
23,4000,16.13736264,2029432
34,4500,15.92307692,2030632
34,5000,15.70879121,2031832
45,5500,15.49450549,2033032
45,6000,15.28021978,2034232
4,6500,15.06593407,2035432
54,7000,14.85164835,2036632
54,7500,14.63736264,2037832
3,8000,14.42307692,2039032
43,8500,14.20879121,2040232
3,9000,17,2041432
42,3000,18,2042632
23,2000,19,2043832
32,4000,20,2045032
45,4000,21.43113553,2046232
56,3000,22.6670853,2047432
57,2000,23.90303506,2048632
38,4000,25.13898482,2049832
23,4000,26.37493459,2051032
23,4500,27.61088435,2052232
45,5000,28.84683412,2053432
3,5500,30.08278388,2054632
23,6000,31.31873365,2055832
34,6500,20,2057032
34,7000,23,2058232
45,7500,23,2059432
45,8000,25,2060632
4,8500,25,2061832
54,9000,15,2063032
54,3000,25,2064232
3,2000,25,2065432
43,4000,28,2066632
3,4000,14,2067832
42,4500,24,2069032
23,5000,19,2070232
32,5500,19,2071432
45,6000,20.42307692,2072632
56,6500,20.20879121,2073832
57,7000,19.99450549,2075032
38,7500,19.78021978,2076232
23,8000,19.56593407,2077432
23,8500,19.35164835,2078632
45,9000,19.13736264,2079832
3,3000,18.92307692,2081032
23,2000,18.70879121,2082232
34,4000,18.49450549,2083432
34,4000,18.28021978,2084632
45,4500,18.06593407,2085832
45,5000,17.85164835,2087032
4,5500,17.63736264,2088232
54,6000,17.42307692,2089432
54,6500,17.20879121,2090632
3,7000,16.99450549,2091832
43,7500,16.78021978,2093032
3,8000,16.56593407,2094232
42,8500,16.35164835,2095432
23,9000,16.13736264,2096632
32,3000,15.92307692,2097832
45,2000,15.70879121,2099032
56,4000,15.49450549,2100232
57,4000,15.28021978,2101432
38,4500,15.06593407,2102632
23,5000,14.85164835,2103832
23,5500,14.63736264,2105032
45,6000,14.42307692,2106232
3,6500,14.20879121,2107432
23,7000,17,2108632
34,7500,18,2109832
34,8000,19,2111032
45,8500,20,2112232
45,9000,21.43113553,2113432
4,3000,22.6670853,2114632
54,2000,23.90303506,2115832
54,4000,25.13898482,2117032
3,4000,26.37493459,2118232
43,4500,27.61088435,2119432
3,5000,28.84683412,2120632
42,5500,30.08278388,2121832
23,6000,31.31873365,2123032
32,6500,20,2124232
45,7000,23,2125432
56,7500,23,2126632
57,8000,25,2127832
38,8500,25,2129032
23,9000,15,2130232
23,3000,25,2131432
45,2000,25,2132632
3,4000,28,2133832
23,4000,14,2135032
34,4500,24,2136232
34,5000,19,2137432
45,5500,19,2138632
45,6000,20.42307692,2139832
4,6500,20.20879121,2141032
54,7000,19.99450549,2142232
54,7500,19.78021978,2143432
3,8000,19.56593407,2144632
43,8500,19.35164835,2145832
3,9000,19.13736264,2147032
42,3000,18.92307692,2148232
23,2000,18.70879121,2149432
32,4000,18.49450549,2150632
45,4000,18.28021978,2151832
56,3000,18.06593407,2153032
57,2000,17.85164835,2154232
38,4000,17.63736264,2155432
23,4000,17.42307692,2156632
23,4500,17.20879121,2157832
45,5000,16.99450549,2159032
3,5500,16.78021978,2160232
23,6000,16.56593407,2161432
34,6500,16.35164835,2162632
34,7000,16.13736264,2163832
45,7500,15.92307692,2165032
45,8000,15.70879121,2166232
4,8500,15.49450549,2167432
54,9000,15.28021978,2168632
54,3000,15.06593407,2169832
3,2000,14.85164835,2171032
43,4000,14.63736264,2172232
3,4000,14.42307692,2173432
42,4500,14.20879121,2174632
23,5000,17,2175832
32,5500,18,2177032
45,6000,19,2178232
56,6500,20,2179432
57,7000,21.43113553,2180632
38,7500,22.6670853,2181832
23,8000,23.90303506,2183032
23,8500,25.13898482,2184232
45,9000,26.37493459,2185432
3,3000,27.61088435,2186632
23,2000,28.84683412,2187832
34,4000,30.08278388,2189032
34,4000,31.31873365,2190232
45,4500,20,2191432
45,5000,23,2192632
4,5500,23,2193832
54,6000,25,2195032
54,6500,25,2196232
3,7000,15,2197432
43,7500,25,2198632
3,8000,25,2199832
42,8500,28,2201032
23,9000,14,2202232
32,3000,24,2203432
45,2000,19,2204632
56,4000,19,2205832
57,4000,20.42307692,2207032
38,4500,20.20879121,2208232
23,5000,19.99450549,2209432
23,5500,19.78021978,2210632
45,6000,19.56593407,2211832
3,6500,19.35164835,2213032
23,7000,19.13736264,2214232
34,7500,18.92307692,2215432
34,8000,18.70879121,2216632
45,8500,18.49450549,2217832
45,9000,18.28021978,2219032
4,3000,18.06593407,2220232
54,2000,17.85164835,2221432
54,4000,17.63736264,2222632
3,4000,17.42307692,2223832
43,4500,17.20879121,2225032
3,5000,16.99450549,2226232
42,5500,16.78021978,2227432
23,6000,16.56593407,2228632
32,6500,16.35164835,2229832
45,7000,16.13736264,2231032
56,7500,15.92307692,2232232
57,8000,15.70879121,2233432
38,8500,15.49450549,2234632
23,9000,15.28021978,2235832
23,3000,15.06593407,2237032
45,2000,14.85164835,2238232
3,4000,14.63736264,2239432
23,4000,14.42307692,2240632
34,4500,14.20879121,2241832
34,5000,17,2243032
45,5500,18,2244232
45,6000,19,2245432
4,6500,20,2246632
54,7000,21.43113553,2247832
54,7500,22.6670853,2249032
3,8000,23.90303506,2250232
43,8500,25.13898482,2251432
3,9000,26.37493459,2252632
42,3000,27.61088435,2253832
23,2000,28.84683412,2255032
32,4000,30.08278388,2256232
45,4000,31.31873365,2257432
56,3000,20,2258632
57,2000,23,2259832
38,4000,23,2261032
23,4000,25,2262232
23,4500,25,2263432
45,5000,15,2264632
3,5500,25,2265832
23,6000,25,2267032
34,6500,28,2268232
34,7000,14,2269432
45,7500,24,2270632
45,8000,19,2271832
4,8500,19,2273032
54,9000,20.42307692,2274232
54,3000,20.20879121,2275432
3,2000,19.99450549,2276632
43,4000,19.78021978,2277832
3,4000,19.56593407,2279032
42,4500,19.35164835,2280232
23,5000,19.13736264,2281432
32,5500,18.92307692,2282632
45,6000,18.70879121,2283832
56,6500,18.49450549,2285032
57,7000,18.28021978,2286232
38,7500,18.06593407,2287432
23,8000,17.85164835,2288632
23,8500,17.63736264,2289832
45,9000,17.42307692,2291032
3,3000,17.20879121,2292232
23,2000,16.99450549,2293432
34,4000,16.78021978,2294632
34,4000,16.56593407,2295832
45,4500,16.35164835,2297032
45,5000,16.13736264,2298232
4,5500,15.92307692,2299432
54,6000,15.70879121,2300632
54,6500,15.49450549,2301832
3,7000,15.28021978,2303032
43,7500,15.06593407,2304232
3,8000,14.85164835,2305432
42,8500,14.63736264,2306632
23,9000,14.42307692,2307832
32,3000,14.20879121,2309032
45,2000,17,2310232
56,4000,18,2311432
57,4000,19,2312632
38,4500,20,2313832
23,5000,21.43113553,2315032
23,5500,22.6670853,2316232
45,6000,23.90303506,2317432
3,6500,25.13898482,2318632
23,7000,26.37493459,2319832
34,7500,27.61088435,2321032
34,8000,28.84683412,2322232
45,8500,30.08278388,2323432
45,9000,31.31873365,2324632
4,3000,20,2325832
54,2000,23,2327032
54,4000,23,2328232
3,4000,25,2329432
43,4500,25,2330632
3,5000,15,2331832
42,5500,25,2333032
23,6000,25,2334232
32,6500,28,2335432
45,7000,14,2336632
56,7500,24,2337832
57,8000,19,2339032
38,8500,19,2340232
23,9000,20.42307692,2341432
23,3000,20.20879121,2342632
45,2000,19.99450549,2343832
3,4000,19.78021978,2345032
23,4000,19.56593407,2346232
34,4500,19.35164835,2347432
34,5000,19.13736264,2348632
45,5500,18.92307692,2349832
45,6000,18.70879121,2351032
4,6500,18.49450549,2352232
54,7000,18.28021978,2353432
54,7500,18.06593407,2354632
3,8000,17.85164835,2355832
43,8500,17.63736264,2357032
3,9000,17.42307692,2358232
42,3000,17.20879121,2359432
23,2000,16.99450549,2360632
32,4000,16.78021978,2361832
45,4000,16.56593407,2363032
56,3000,16.35164835,2364232
57,2000,16.13736264,2365432
38,4000,15.92307692,2366632
23,4000,15.70879121,2367832
23,4500,15.49450549,2369032
45,5000,15.28021978,2370232
3,5500,15.06593407,2371432
23,6000,14.85164835,2372632
34,6500,14.63736264,2373832
34,7000,14.42307692,2375032
45,7500,14.20879121,2376232
45,8000,17,2377432
4,8500,18,2378632
54,9000,19,2379832
54,3000,20,2381032
3,2000,21.43113553,2382232
43,4000,22.6670853,2383432
3,4000,23.90303506,2384632
42,4500,25.13898482,2385832
23,5000,26.37493459,2387032
32,5500,27.61088435,2388232
45,6000,28.84683412,2389432
56,6500,30.08278388,2390632
57,7000,31.31873365,2391832
38,7500,20,2393032
23,8000,23,2394232
23,8500,23,2395432
45,9000,25,2396632
3,3000,25,2397832
23,2000,15,2399032
34,4000,25,2400232
34,4000,25,2401432
45,4500,28,2402632
45,5000,14,2403832
4,5500,24,2405032
54,6000,19,2406232
54,6500,19,2407432
3,7000,20.42307692,2408632
43,7500,20.20879121,2409832
3,8000,19.99450549,2411032
42,8500,19.78021978,2412232
23,9000,19.56593407,2413432
32,3000,19.35164835,2414632
45,2000,19.13736264,2415832
56,4000,18.92307692,2417032
57,4000,18.70879121,2418232
38,4500,18.49450549,2419432
23,5000,18.28021978,2420632
23,5500,18.06593407,2421832
45,6000,17.85164835,2423032
3,6500,17.63736264,2424232
23,7000,17.42307692,2425432
34,7500,17.20879121,2426632
34,8000,16.99450549,2427832
45,8500,16.78021978,2429032
45,9000,16.56593407,2430232
4,3000,16.35164835,2431432
54,2000,16.13736264,2432632
54,4000,15.92307692,2433832
3,4000,15.70879121,2435032
43,4500,15.49450549,2436232
3,5000,15.28021978,2437432
42,5500,15.06593407,2438632
23,6000,14.85164835,2439832
32,6500,14.63736264,2441032
45,7000,14.42307692,2442232
56,7500,14.20879121,2443432
57,8000,17,2444632
38,8500,18,2445832
23,9000,19,2447032
23,3000,20,2448232
45,2000,21.43113553,2449432
3,4000,22.6670853,2450632
23,4000,23.90303506,2451832
34,4500,25.13898482,2453032
34,5000,26.37493459,2454232
45,5500,27.61088435,2455432
45,6000,28.84683412,2456632
4,6500,30.08278388,2457832
54,7000,31.31873365,2459032
54,7500,20,2460232
3,8000,23,2461432
43,8500,23,2462632
3,9000,25,2463832
42,3000,25,2465032
23,2000,15,2466232
32,4000,25,2467432
45,4000,25,2468632
56,3000,28,2469832
57,2000,14,2471032
38,4000,24,2472232
23,4000,19,2473432
23,4500,19,2474632
45,5000,20.42307692,2475832
3,5500,20.20879121,2477032
23,6000,19.99450549,2478232
34,6500,19.78021978,2479432
34,7000,19.56593407,2480632
45,7500,19.35164835,2481832
45,8000,19.13736264,2483032
4,8500,18.92307692,2484232
54,9000,18.70879121,2485432
54,3000,18.49450549,2486632
3,2000,18.28021978,2487832
43,4000,18.06593407,2489032
3,4000,17.85164835,2490232
42,4500,17.63736264,2491432
23,5000,17.42307692,2492632
32,5500,17.20879121,2493832
45,6000,16.99450549,2495032
56,6500,16.78021978,2496232
57,7000,16.56593407,2497432
38,7500,16.35164835,2498632
23,8000,16.13736264,2499832
23,8500,15.92307692,2501032
45,9000,15.70879121,2502232
3,3000,15.49450549,2503432
23,2000,15.28021978,2504632
34,4000,15.06593407,2505832
34,4000,14.85164835,2507032
45,4500,14.63736264,2508232
45,5000,14.42307692,2509432
4,5500,14.20879121,2510632
54,6000,17,2511832
54,6500,18,2513032
3,7000,19,2514232
43,7500,20,2515432
3,8000,21.43113553,2516632
42,8500,22.6670853,2517832
23,9000,23.90303506,2519032
32,3000,25.13898482,2520232
45,2000,26.37493459,2521432
56,4000,27.61088435,2522632
57,4000,28.84683412,2523832
38,4500,30.08278388,2525032
23,5000,31.31873365,2526232
23,5500,20,2527432
45,6000,23,2528632
3,6500,23,2529832
23,7000,25,2531032
34,7500,25,2532232
34,8000,15,2533432
45,8500,25,2534632
45,9000,25,2535832
4,3000,28,2537032
54,2000,14,2538232
54,4000,24,2539432
3,4000,19,2540632
43,4500,19,2541832
3,5000,20.42307692,2543032
42,5500,20.20879121,2544232
