timestamp,speed,rpm,calculatedEngineload
1462539384617,23,4500,18
1462539384677,45,5000,19
1462539384737,3,5500,20
1462539384797,23,6000,21.43113553
1462539384857,34,6500,22.6670853
1462539384917,34,7000,23.90303506
1462539384977,45,7500,25.13898482
1462539385037,45,8000,26.37493459
1462539385097,4,8500,27.61088435
1462539385157,54,9000,28.84683412
1462539385217,54,3000,30.08278388
1462539385277,3,2000,31.31873365
1462539385337,43,4000,20
1462539385397,3,4000,23
1462539385457,42,4500,23
1462539385517,23,5000,25
1462539385577,32,5500,25
1462539385637,45,6000,15
1462539385697,56,6500,25
1462539385757,57,7000,25
1462539385817,38,7500,28
1462539385877,23,8000,14
1462539385937,23,8500,24
1462539385997,45,9000,19
1462539386057,3,3000,19
1462539386117,23,2000,20.42307692
1462539386177,34,4000,20.20879121
1462539386237,34,4000,19.99450549
1462539386297,45,4500,19.78021978
1462539386357,45,5000,19.56593407
1462539386417,4,5500,19.35164835
1462539386477,54,6000,19.13736264
1462539386537,54,6500,18.92307692
1462539386597,3,7000,18.70879121
1462539386657,43,7500,18.49450549
1462539386717,3,8000,18.28021978
1462539386777,42,8500,18.06593407
1462539386837,23,9000,17.85164835
1462539386897,32,3000,17.63736264
1462539386957,45,2000,17.42307692
1462539387017,56,4000,17.20879121
1462539387077,57,4000,16.99450549
1462539387137,38,4500,16.78021978
1462539387197,23,5000,16.56593407
1462539387257,23,5500,16.35164835
1462539387317,45,6000,16.13736264
1462539387377,3,6500,15.92307692
1462539387437,23,7000,15.70879121
1462539387497,34,7500,15.49450549
1462539387557,34,8000,15.28021978
1462539387617,45,8500,15.06593407
1462539387677,45,9000,14.85164835
1462539387737,4,3000,14.63736264
1462539387797,54,2000,14.42307692
1462539387857,54,4000,14.20879121
1462539387917,3,4000,17
1462539387977,43,4500,18
1462539388037,3,5000,19
1462539388097,42,5500,20
1462539388157,23,6000,21.43113553
1462539388217,32,6500,22.6670853
1462539388277,45,7000,23.90303506
1462539388337,56,7500,25.13898482
1462539388397,57,8000,26.37493459
1462539388457,38,8500,27.61088435
1462539388517,23,9000,28.84683412
1462539388577,23,3000,30.08278388
1462539388637,45,2000,31.31873365
1462539388697,3,4000,20
1462539388757,23,4000,23
1462539388817,34,4500,23
1462539388877,34,5000,25
1462539388937,45,5500,25
1462539388997,45,6000,15
1462539389057,4,6500,25
1462539389117,54,7000,25
1462539389177,54,7500,28
1462539389237,3,8000,14
1462539389297,43,8500,24
1462539389357,3,9000,19
1462539389417,42,3000,19
1462539389477,23,2000,20.42307692
1462539389537,32,4000,20.20879121
1462539389597,45,4000,19.99450549
1462539389657,56,3000,19.78021978
1462539389717,57,2000,19.56593407
1462539389777,38,4000,19.35164835
1462539389837,23,4000,19.13736264
1462539389897,23,4500,18.92307692
1462539389957,45,5000,18.70879121
1462539390017,3,5500,18.49450549
1462539390077,23,6000,18.28021978
1462539390137,34,6500,18.06593407
1462539390197,34,7000,17.85164835
1462539390257,45,7500,17.63736264
1462539390317,45,8000,17.42307692
1462539390377,4,8500,17.20879121
1462539390437,54,9000,16.99450549
1462539390497,54,3000,16.78021978
1462539390557,3,2000,16.56593407
1462539390617,43,4000,16.35164835
1462539390677,3,4000,16.13736264
1462539390737,42,4500,15.92307692
1462539390797,23,5000,15.70879121
1462539390857,32,5500,15.49450549
1462539390917,45,6000,15.28021978
1462539390977,56,6500,15.06593407
1462539391037,57,7000,14.85164835
1462539391097,38,7500,14.63736264
1462539391157,23,8000,14.42307692
1462539391217,23,8500,14.20879121
1462539391277,45,9000,17
1462539391337,3,3000,18
1462539391397,23,2000,19
1462539391457,34,4000,20
1462539391517,34,4000,21.43113553
1462539391577,45,4500,22.6670853
1462539391637,45,5000,23.90303506
1462539391697,4,5500,25.13898482
1462539391757,54,6000,26.37493459
1462539391817,54,6500,27.61088435
1462539391877,3,7000,28.84683412
1462539391937,43,7500,30.08278388
1462539391997,3,8000,31.31873365
1462539392057,42,8500,20
1462539392117,23,9000,23
1462539392177,32,3000,23
1462539392237,45,2000,25
1462539392297,56,4000,25
1462539392357,57,4000,15
1462539392417,38,4500,25
1462539392477,23,5000,25
1462539392537,23,5500,28
1462539392597,45,6000,14
1462539392657,3,6500,24
1462539392717,23,7000,19
1462539392777,34,7500,19
1462539392837,34,8000,20.42307692
1462539392897,45,8500,20.20879121
1462539392957,45,9000,19.99450549
1462539393017,4,3000,19.78021978
1462539393077,54,2000,19.56593407
1462539393137,54,4000,19.35164835
1462539393197,3,4000,19.13736264
1462539393257,43,4500,18.92307692
1462539393317,3,5000,18.70879121
1462539393377,42,5500,18.49450549
1462539393437,23,6000,18.28021978
1462539393497,32,6500,18.06593407
1462539393557,45,7000,17.85164835
1462539393617,56,7500,17.63736264
1462539393677,57,8000,17.42307692
1462539393737,38,8500,17.20879121
1462539393797,23,9000,16.99450549
1462539393857,23,3000,16.78021978
1462539393917,45,2000,16.56593407
1462539393977,3,4000,16.35164835
1462539394037,23,4000,16.13736264
1462539394097,34,4500,15.92307692
1462539394157,34,5000,15.70879121
1462539394217,45,5500,15.49450549
1462539394277,45,6000,15.28021978
1462539394337,4,6500,15.06593407
1462539394397,54,7000,14.85164835
1462539394457,54,7500,14.63736264
1462539394517,3,8000,14.42307692
1462539394577,43,8500,14.20879121
1462539394637,3,9000,17
1462539394697,42,3000,18
1462539394757,23,2000,19
1462539394817,32,4000,20
1462539394877,45,4000,21.43113553
1462539394937,56,3000,22.6670853
1462539394997,57,2000,23.90303506
1462539395057,38,4000,25.13898482
1462539395117,23,4000,26.37493459
1462539395177,23,4500,27.61088435
1462539395237,45,5000,28.84683412
1462539395297,3,5500,30.08278388
1462539395357,23,6000,31.31873365
1462539395417,34,6500,20
1462539395477,34,7000,23
1462539395537,45,7500,23
1462539395597,45,8000,25
1462539395657,4,8500,25
1462539395717,54,9000,15
1462539395777,54,3000,25
1462539395837,3,2000,25
1462539395897,43,4000,28
1462539395957,3,4000,14
1462539396017,42,4500,24
1462539396077,23,5000,19
1462539396137,32,5500,19
1462539396197,45,6000,20.42307692
1462539396257,56,6500,20.20879121
1462539396317,57,7000,19.99450549
1462539396377,38,7500,19.78021978
1462539396437,23,8000,19.56593407
1462539396497,23,8500,19.35164835
1462539396557,45,9000,19.13736264
1462539396617,3,3000,18.92307692
1462539396677,23,2000,18.70879121
1462539396737,34,4000,18.49450549
1462539396797,34,4000,18.28021978
1462539396857,45,4500,18.06593407
1462539396917,45,5000,17.85164835
1462539396977,4,5500,17.63736264
1462539397037,54,6000,17.42307692
1462539397097,54,6500,17.20879121
1462539397157,3,7000,16.99450549
1462539397217,43,7500,16.78021978
1462539397277,3,8000,16.56593407
1462539397337,42,8500,16.35164835
1462539397397,23,9000,16.13736264
1462539397457,32,3000,15.92307692
1462539397517,45,2000,15.70879121
1462539397577,56,4000,15.49450549
1462539397637,57,4000,15.28021978
1462539397697,38,4500,15.06593407
1462539397757,23,5000,14.85164835
1462539397817,23,5500,14.63736264
1462539397877,45,6000,14.42307692
1462539397937,3,6500,14.20879121
1462539397997,23,7000,17
1462539398057,34,7500,18
1462539398117,34,8000,19
1462539398177,45,8500,20
1462539398237,45,9000,21.43113553
1462539398297,4,3000,22.6670853
1462539398357,54,2000,23.90303506
1462539398417,54,4000,25.13898482
1462539398477,3,4000,26.37493459
1462539398537,43,4500,27.61088435
1462539398597,3,5000,28.84683412
1462539398657,42,5500,30.08278388
1462539398717,23,6000,31.31873365
1462539398777,32,6500,20
1462539398837,45,7000,23
1462539398897,56,7500,23
1462539398957,57,8000,25
1462539399017,38,8500,25
1462539399077,23,9000,15
1462539399137,23,3000,25
1462539399197,45,2000,25
1462539399257,3,4000,28
1462539399317,23,4000,14
1462539399377,34,4500,24
1462539399437,34,5000,19
1462539399497,45,5500,19
1462539399557,45,6000,20.42307692
1462539399617,4,6500,20.20879121
1462539399677,54,7000,19.99450549
1462539399737,54,7500,19.78021978
1462539399797,3,8000,19.56593407
1462539399857,43,8500,19.35164835
1462539399917,3,9000,19.13736264
1462539399977,42,3000,18.92307692
1462539400037,23,2000,18.70879121
1462539400097,32,4000,18.49450549
1462539400157,45,4000,18.28021978
1462539400217,56,3000,18.06593407
1462539400277,57,2000,17.85164835
1462539400337,38,4000,17.63736264
1462539400397,23,4000,17.42307692
1462539400457,23,4500,17.20879121
1462539400517,45,5000,16.99450549
1462539400577,3,5500,16.78021978
1462539400637,23,6000,16.56593407
1462539400697,34,6500,16.35164835
1462539400757,34,7000,16.13736264
1462539400817,45,7500,15.92307692
1462539400877,45,8000,15.70879121
1462539400937,4,8500,15.49450549
1462539400997,54,9000,15.28021978
1462539401057,54,3000,15.06593407
1462539401117,3,2000,14.85164835
1462539401177,43,4000,14.63736264
1462539401237,3,4000,14.42307692
1462539401297,42,4500,14.20879121
1462539401357,23,5000,17
1462539401417,32,5500,18
1462539401477,45,6000,19
1462539401537,56,6500,20
1462539401597,57,7000,21.43113553
1462539401657,38,7500,22.6670853
1462539401717,23,8000,23.90303506
1462539401777,23,8500,25.13898482
1462539401837,45,9000,26.37493459
1462539401897,3,3000,27.61088435
1462539401957,23,2000,28.84683412
1462539402017,34,4000,30.08278388
1462539402077,34,4000,31.31873365
1462539402137,45,4500,20
1462539402197,45,5000,23
1462539402257,4,5500,23
1462539402317,54,6000,25
1462539402377,54,6500,25
1462539402437,3,7000,15
1462539402497,43,7500,25
1462539402557,3,8000,25
1462539402617,42,8500,28
1462539402677,23,9000,14
1462539402737,32,3000,24
1462539402797,45,2000,19
1462539402857,56,4000,19
1462539402917,57,4000,20.42307692
1462539402977,38,4500,20.20879121
1462539403037,23,5000,19.99450549
1462539403097,23,5500,19.78021978
1462539403157,45,6000,19.56593407
1462539403217,3,6500,19.35164835
1462539403277,23,7000,19.13736264
1462539403337,34,7500,18.92307692
1462539403397,34,8000,18.70879121
1462539403457,45,8500,18.49450549
1462539403517,45,9000,18.28021978
1462539403577,4,3000,18.06593407
1462539403637,54,2000,17.85164835
1462539403697,54,4000,17.63736264
1462539403757,3,4000,17.42307692
1462539403817,43,4500,17.20879121
1462539403877,3,5000,16.99450549
1462539403937,42,5500,16.78021978
1462539403997,23,6000,16.56593407
1462539404057,32,6500,16.35164835
1462539404117,45,7000,16.13736264
1462539404177,56,7500,15.92307692
1462539404237,57,8000,15.70879121
1462539404297,38,8500,15.49450549
1462539404357,23,9000,15.28021978
1462539404417,23,3000,15.06593407
1462539404477,45,2000,14.85164835
1462539404537,3,4000,14.63736264
1462539404597,23,4000,14.42307692
1462539404657,34,4500,14.20879121
1462539404717,34,5000,17
1462539404777,45,5500,18
1462539404837,45,6000,19
1462539404897,4,6500,20
1462539404957,54,7000,21.43113553
1462539405017,54,7500,22.6670853
1462539405077,3,8000,23.90303506
1462539405137,43,8500,25.13898482
1462539405197,3,9000,26.37493459
1462539405257,42,3000,27.61088435
1462539405317,23,2000,28.84683412
1462539405377,32,4000,30.08278388
1462539405437,45,4000,31.31873365
1462539405497,56,3000,20
1462539405557,57,2000,23
1462539405617,38,4000,23
1462539405677,23,4000,25
1462539405737,23,4500,25
1462539405797,45,5000,15
1462539405857,3,5500,25
1462539405917,23,6000,25
1462539405977,34,6500,28
1462539406037,34,7000,14
1462539406097,45,7500,24
1462539406157,45,8000,19
1462539406217,4,8500,19
1462539406277,54,9000,20.42307692
1462539406337,54,3000,20.20879121
1462539406397,3,2000,19.99450549
1462539406457,43,4000,19.78021978
1462539406517,3,4000,19.56593407
1462539406577,42,4500,19.35164835
1462539406637,23,5000,19.13736264
1462539406697,32,5500,18.92307692
1462539406757,45,6000,18.70879121
1462539406817,56,6500,18.49450549
1462539406877,57,7000,18.28021978
1462539406937,38,7500,18.06593407
1462539406997,23,8000,17.85164835
1462539407057,23,8500,17.63736264
1462539407117,45,9000,17.42307692
1462539407177,3,3000,17.20879121
1462539407237,23,2000,16.99450549
1462539407297,34,4000,16.78021978
1462539407357,34,4000,16.56593407
1462539407417,45,4500,16.35164835
1462539407477,45,5000,16.13736264
1462539407537,4,5500,15.92307692
1462539407597,54,6000,15.70879121
1462539407657,54,6500,15.49450549
1462539407717,3,7000,15.28021978
1462539407777,43,7500,15.06593407
1462539407837,3,8000,14.85164835
1462539407897,42,8500,14.63736264
1462539407957,23,9000,14.42307692
1462539408017,32,3000,14.20879121
1462539408077,45,2000,17
1462539408137,56,4000,18
1462539408197,57,4000,19
1462539408257,38,4500,20
1462539408317,23,5000,21.43113553
1462539408377,23,5500,22.6670853
1462539408437,45,6000,23.90303506
1462539408497,3,6500,25.13898482
1462539408557,23,7000,26.37493459
1462539408617,34,7500,27.61088435
1462539408677,34,8000,28.84683412
1462539408737,45,8500,30.08278388
1462539408797,45,9000,31.31873365
1462539408857,4,3000,20
1462539408917,54,2000,23
1462539408977,54,4000,23
1462539409037,3,4000,25
1462539409097,43,4500,25
1462539409157,3,5000,15
1462539409217,42,5500,25
1462539409277,23,6000,25
1462539409337,32,6500,28
1462539409397,45,7000,14
1462539409457,56,7500,24
1462539409517,57,8000,19
1462539409577,38,8500,19
1462539409637,23,9000,20.42307692
1462539409697,23,3000,20.20879121
1462539409757,45,2000,19.99450549
1462539409817,3,4000,19.78021978
1462539409877,23,4000,19.56593407
1462539409937,34,4500,19.35164835
1462539409997,34,5000,19.13736264
1462539410057,45,5500,18.92307692
1462539410117,45,6000,18.70879121
1462539410177,4,6500,18.49450549
1462539410237,54,7000,18.28021978
1462539410297,54,7500,18.06593407
1462539410357,3,8000,17.85164835
1462539410417,43,8500,17.63736264
1462539410477,3,9000,17.42307692
1462539410537,42,3000,17.20879121
1462539410597,23,2000,16.99450549
1462539410657,32,4000,16.78021978
1462539410717,45,4000,16.56593407
1462539410777,56,3000,16.35164835
1462539410837,57,2000,16.13736264
1462539410897,38,4000,15.92307692
1462539410957,23,4000,15.70879121
1462539411017,23,4500,15.49450549
1462539411077,45,5000,15.28021978
1462539411137,3,5500,15.06593407
1462539411197,23,6000,14.85164835
1462539411257,34,6500,14.63736264
1462539411317,34,7000,14.42307692
1462539411377,45,7500,14.20879121
1462539411437,45,8000,17
1462539411497,4,8500,18
1462539411557,54,9000,19
1462539411617,54,3000,20
1462539411677,3,2000,21.43113553
1462539411737,43,4000,22.6670853
1462539411797,3,4000,23.90303506
1462539411857,42,4500,25.13898482
1462539411917,23,5000,26.37493459
1462539411977,32,5500,27.61088435
1462539412037,45,6000,28.84683412
1462539412097,56,6500,30.08278388
1462539412157,57,7000,31.31873365
1462539412217,38,7500,20
1462539412277,23,8000,23
1462539412337,23,8500,23
1462539412397,45,9000,25
1462539412457,3,3000,25
1462539412517,23,2000,15
1462539412577,34,4000,25
1462539412637,34,4000,25
1462539412697,45,4500,28
1462539412757,45,5000,14
1462539412817,4,5500,24
1462539412877,54,6000,19
1462539412937,54,6500,19
1462539412997,3,7000,20.42307692
1462539413057,43,7500,20.20879121
1462539413117,3,8000,19.99450549
1462539413177,42,8500,19.78021978
1462539413237,23,9000,19.56593407
1462539413297,32,3000,19.35164835
1462539413357,45,2000,19.13736264
1462539413417,56,4000,18.92307692
1462539413477,57,4000,18.70879121
1462539413537,38,4500,18.49450549
1462539413597,23,5000,18.28021978
1462539413657,23,5500,18.06593407
1462539413717,45,6000,17.85164835
1462539413777,3,6500,17.63736264
1462539413837,23,7000,17.42307692
1462539413897,34,7500,17.20879121
1462539413957,34,8000,16.99450549
1462539414017,45,8500,16.78021978
1462539414077,45,9000,16.56593407
1462539414137,4,3000,16.35164835
1462539414197,54,2000,16.13736264
1462539414257,54,4000,15.92307692
1462539414317,3,4000,15.70879121
1462539414377,43,4500,15.49450549
1462539414437,3,5000,15.28021978
1462539414497,42,5500,15.06593407
1462539414557,23,6000,14.85164835
1462539414617,32,6500,14.63736264
1462539414677,45,7000,14.42307692
1462539414737,56,7500,14.20879121
1462539414797,57,8000,17
1462539414857,38,8500,18
1462539414917,23,9000,19
1462539414977,23,3000,20
1462539415037,45,2000,21.43113553
1462539415097,3,4000,22.6670853
1462539415157,23,4000,23.90303506
1462539415217,34,4500,25.13898482
1462539415277,34,5000,26.37493459
1462539415337,45,5500,27.61088435
1462539415397,45,6000,28.84683412
1462539415457,4,6500,30.08278388
1462539415517,54,7000,31.31873365
1462539415577,54,7500,20
1462539415637,3,8000,23
1462539415697,43,8500,23
1462539415757,3,9000,25
1462539415817,42,3000,25
1462539415877,23,2000,15
1462539415937,32,4000,25
1462539415997,45,4000,25
1462539416057,56,3000,28
1462539416117,57,2000,14
1462539416177,38,4000,24
1462539416237,23,4000,19
1462539416297,23,4500,19
1462539416357,45,5000,20.42307692
1462539416417,3,5500,20.20879121
1462539416477,23,6000,19.99450549
1462539416537,34,6500,19.78021978
1462539416597,34,7000,19.56593407
1462539416657,45,7500,19.35164835
1462539416717,45,8000,19.13736264
1462539416777,4,8500,18.92307692
1462539416837,54,9000,18.70879121
1462539416897,54,3000,18.49450549
1462539416957,3,2000,18.28021978
1462539417017,43,4000,18.06593407
1462539417077,3,4000,17.85164835
1462539417137,42,4500,17.63736264
1462539417197,23,5000,17.42307692
1462539417257,32,5500,17.20879121
1462539417317,45,6000,16.99450549
1462539417377,56,6500,16.78021978
1462539417437,57,7000,16.56593407
1462539417497,38,7500,16.35164835
1462539417557,23,8000,16.13736264
1462539417617,23,8500,15.92307692
1462539417677,45,9000,15.70879121
1462539417737,3,3000,15.49450549
1462539417797,23,2000,15.28021978
1462539417857,34,4000,15.06593407
1462539417917,34,4000,14.85164835
1462539417977,45,4500,14.63736264
1462539418037,45,5000,14.42307692
1462539418097,4,5500,14.20879121
1462539418157,54,6000,17
1462539418217,54,6500,18
1462539418277,3,7000,19
1462539418337,43,7500,20
1462539418397,3,8000,21.43113553
1462539418457,42,8500,22.6670853
1462539418517,23,9000,23.90303506
1462539418577,32,3000,25.13898482
1462539418637,45,2000,26.37493459
1462539418697,56,4000,27.61088435
1462539418757,57,4000,28.84683412
1462539418817,38,4500,30.08278388
1462539418877,23,5000,31.31873365
1462539418937,23,5500,20
1462539418997,45,6000,23
1462539419057,3,6500,23
1462539419117,23,7000,25
1462539419177,34,7500,25
1462539419237,34,8000,15
1462539419297,45,8500,25
1462539419357,45,9000,25
1462539419417,4,3000,28
1462539419477,54,2000,14
1462539419537,54,4000,24
1462539419597,3,4000,19
1462539419657,43,4500,19
1462539419717,3,5000,20.42307692
1462539419777,42,5500,20.20879121
1462539419837,23,6000,19.99450549
1462539419897,32,6500,19.78021978
1462539419957,45,7000,19.56593407
1462539420017,56,7500,19.35164835
1462539420077,57,8000,19.13736264
1462539420137,38,8500,18.92307692
1462539420197,23,9000,18.70879121
1462539420257,23,3000,18.49450549
1462539420317,45,2000,18.28021978
1462539420377,3,4000,18.06593407
1462539420437,23,4000,17.85164835
1462539420497,34,4500,17.63736264
1462539420557,34,5000,17.42307692
1462539420617,45,5500,17.20879121
1462539420677,45,6000,16.99450549
1462539420737,4,6500,16.78021978
1462539420797,54,7000,16.56593407
1462539420857,54,7500,16.35164835
1462539420917,3,8000,16.13736264
1462539420977,43,8500,15.92307692
1462539421037,3,9000,15.70879121
1462539421097,42,3000,15.49450549
1462539421157,23,2000,15.28021978
1462539421217,32,4000,15.06593407
1462539421277,45,4000,14.85164835
1462539421337,56,3000,14.63736264
1462539421397,57,2000,14.42307692
1462539421457,38,4000,14.20879121
1462539421517,23,4000,17
1462539421577,23,4500,18
1462539421637,45,5000,19
1462539421697,3,5500,20
1462539421757,23,6000,21.43113553
1462539421817,34,6500,22.6670853
1462539421877,34,7000,23.90303506
1462539421937,45,7500,25.13898482
1462539421997,45,8000,26.37493459
1462539422057,4,8500,27.61088435
1462539422117,54,9000,28.84683412
1462539422177,54,3000,30.08278388
1462539422237,3,2000,31.31873365
1462539422297,43,4000,20
1462539422357,3,4000,23
1462539422417,42,4500,23
1462539422477,23,5000,25
1462539422537,32,5500,25
1462539422597,45,6000,15
1462539422657,56,6500,25
1462539422717,57,7000,25
1462539422777,38,7500,28
1462539422837,23,8000,14
1462539422897,23,8500,24
1462539422957,45,9000,19
1462539423017,3,3000,19
1462539423077,23,2000,20.42307692
1462539423137,34,4000,20.20879121
1462539423197,34,4000,19.99450549
1462539423257,45,4500,19.78021978
1462539423317,45,5000,19.56593407
1462539423377,4,5500,19.35164835
1462539423437,54,6000,19.13736264
1462539423497,54,6500,18.92307692
1462539423557,3,7000,18.70879121
1462539423617,43,7500,18.49450549
1462539423677,3,8000,18.28021978
1462539423737,42,8500,18.06593407
1462539423797,23,9000,17.85164835
1462539423857,32,3000,17.63736264
1462539423917,45,2000,17.42307692
1462539423977,56,4000,17.20879121
1462539424037,57,4000,16.99450549
1462539424097,38,4500,16.78021978
1462539424157,23,5000,16.56593407
1462539424217,23,5500,16.35164835
1462539424277,45,6000,16.13736264
1462539424337,3,6500,15.92307692
1462539424397,23,7000,15.70879121
1462539424457,34,7500,15.49450549
1462539424517,34,8000,15.28021978
1462539424577,45,8500,15.06593407
1462539424637,45,9000,14.85164835
1462539424697,4,3000,14.63736264
1462539424757,54,2000,14.42307692
1462539424817,54,4000,14.20879121
1462539424877,3,4000,17
1462539424937,43,4500,18
1462539424997,3,5000,19
1462539425057,42,5500,20
1462539425117,23,6000,21.43113553
1462539425177,32,6500,22.6670853
1462539425237,45,7000,23.90303506
1462539425297,56,7500,25.13898482
1462539425357,57,8000,26.37493459
1462539425417,38,8500,27.61088435
1462539425477,23,9000,28.84683412
1462539425537,23,3000,30.08278388
1462539425597,45,2000,31.31873365
1462539425657,3,4000,20
1462539425717,23,4000,23
1462539425777,34,4500,23
1462539425837,34,5000,25
1462539425897,45,5500,25
1462539425957,45,6000,15
1462539426017,4,6500,25
1462539426077,54,7000,25
1462539426137,54,7500,28
1462539426197,3,8000,14
1462539426257,43,8500,24
1462539426317,3,9000,19
1462539426377,42,3000,19
1462539426437,23,2000,20.42307692
1462539426497,32,4000,20.20879121
1462539426557,45,4000,19.99450549
1462539426617,56,3000,19.78021978
1462539426677,57,2000,19.56593407
1462539426737,38,4000,19.35164835
1462539426797,23,4000,19.13736264
1462539426857,23,4500,18.92307692
1462539426917,45,5000,18.70879121
1462539426977,3,5500,18.49450549
1462539427037,23,6000,18.28021978
1462539427097,34,6500,18.06593407
1462539427157,34,7000,17.85164835
1462539427217,45,7500,17.63736264
1462539427277,45,8000,17.42307692
1462539427337,4,8500,17.20879121
1462539427397,54,9000,16.99450549
1462539427457,54,3000,16.78021978
1462539427517,3,2000,16.56593407
1462539427577,43,4000,16.35164835
1462539427637,3,4000,16.13736264
1462539427697,42,4500,15.92307692
1462539427757,23,5000,15.70879121
1462539427817,32,5500,15.49450549
1462539427877,45,6000,15.28021978
1462539427937,56,6500,15.06593407
1462539427997,57,7000,14.85164835
1462539428057,38,7500,14.63736264
1462539428117,23,8000,14.42307692
1462539428177,23,8500,14.20879121
1462539428237,45,9000,17
1462539428297,3,3000,18
1462539428357,23,2000,19
1462539428417,34,4000,20
1462539428477,34,4000,21.43113553
1462539428537,45,4500,22.6670853
1462539428597,45,5000,23.90303506
1462539428657,4,5500,25.13898482
1462539428717,54,6000,26.37493459
1462539428777,54,6500,27.61088435
1462539428837,3,7000,28.84683412
1462539428897,43,7500,30.08278388
1462539428957,3,8000,31.31873365
1462539429017,42,8500,20
1462539429077,23,9000,23
1462539429137,32,3000,23
1462539429197,45,2000,25
1462539429257,56,4000,25
1462539429317,57,4000,15
1462539429377,38,4500,25
1462539429437,23,5000,25
1462539429497,23,5500,28
1462539429557,45,6000,14
1462539429617,3,6500,24
1462539429677,23,7000,19
1462539429737,34,7500,19
1462539429797,34,8000,20.42307692
1462539429857,45,8500,20.20879121
1462539429917,45,9000,19.99450549
1462539429977,4,3000,19.78021978
1462539430037,54,2000,19.56593407
1462539430097,54,4000,19.35164835
1462539430157,3,4000,19.13736264
1462539430217,43,4500,18.92307692
1462539430277,3,5000,18.70879121
1462539430337,42,5500,18.49450549
1462539430397,23,6000,18.28021978
1462539430457,32,6500,18.06593407
1462539430517,45,7000,17.85164835
1462539430577,56,7500,17.63736264
1462539430637,57,8000,17.42307692
1462539430697,38,8500,17.20879121
1462539430757,23,9000,16.99450549
1462539430817,23,3000,16.78021978
1462539430877,45,2000,16.56593407
1462539430937,3,4000,16.35164835
1462539430997,23,4000,16.13736264
1462539431057,34,4500,15.92307692
1462539431117,34,5000,15.70879121
1462539431177,45,5500,15.49450549
1462539431237,45,6000,15.28021978
1462539431297,4,6500,15.06593407
1462539431357,54,7000,14.85164835
1462539431417,54,7500,14.63736264
1462539431477,3,8000,14.42307692
1462539431537,43,8500,14.20879121
1462539431597,3,9000,17
1462539431657,42,3000,18
1462539431717,23,2000,19
1462539431777,32,4000,20
1462539431837,45,4000,21.43113553
1462539431897,56,3000,22.6670853
1462539431957,57,2000,23.90303506
1462539432017,38,4000,25.13898482
1462539432077,23,4000,26.37493459
1462539432137,23,4500,27.61088435
1462539432197,45,5000,28.84683412
1462539432257,3,5500,30.08278388
1462539432317,23,6000,31.31873365
1462539432377,34,6500,20
1462539432437,34,7000,23
1462539432497,45,7500,23
1462539432557,45,8000,25
1462539432617,4,8500,25
1462539432677,54,9000,15
1462539432737,54,3000,25
1462539432797,3,2000,25
1462539432857,43,4000,28
1462539432917,3,4000,14
1462539432977,42,4500,24
1462539433037,23,5000,19
1462539433097,32,5500,19
1462539433157,45,6000,20.42307692
1462539433217,56,6500,20.20879121
1462539433277,57,7000,19.99450549
1462539433337,38,7500,19.78021978
1462539433397,23,8000,19.56593407
1462539433457,23,8500,19.35164835
1462539433517,45,9000,19.13736264
1462539433577,3,3000,18.92307692
1462539433637,23,2000,18.70879121
1462539433697,34,4000,18.49450549
1462539433757,34,4000,18.28021978
1462539433817,45,4500,18.06593407
1462539433877,45,5000,17.85164835
1462539433937,4,5500,17.63736264
1462539433997,54,6000,17.42307692
1462539434057,54,6500,17.20879121
1462539434117,3,7000,16.99450549
1462539434177,43,7500,16.78021978
1462539434237,3,8000,16.56593407
1462539434297,42,8500,16.35164835
1462539434357,23,9000,16.13736264
1462539434417,32,3000,15.92307692
1462539434477,45,2000,15.70879121
1462539434537,56,4000,15.49450549
1462539434597,57,4000,15.28021978
1462539434657,38,4500,15.06593407
1462539434717,23,5000,14.85164835
1462539434777,23,5500,14.63736264
1462539434837,45,6000,14.42307692
1462539434897,3,6500,14.20879121
1462539434957,23,7000,17
1462539435017,34,7500,18
1462539435077,34,8000,19
1462539435137,45,8500,20
1462539435197,45,9000,21.43113553
1462539435257,4,3000,22.6670853
1462539435317,54,2000,23.90303506
1462539435377,54,4000,25.13898482
1462539435437,3,4000,26.37493459
1462539435497,43,4500,27.61088435
1462539435557,3,5000,28.84683412
1462539435617,42,5500,30.08278388
1462539435677,23,6000,31.31873365
1462539435737,32,6500,20
1462539435797,45,7000,23
1462539435857,56,7500,23
1462539435917,57,8000,25
1462539435977,38,8500,25
1462539436037,23,9000,15
1462539436097,23,3000,25
1462539436157,45,2000,25
1462539436217,3,4000,28
1462539436277,23,4000,14
1462539436337,34,4500,24
1462539436397,34,5000,19
1462539436457,45,5500,19
1462539436517,45,6000,20.42307692
1462539436577,4,6500,20.20879121
1462539436637,54,7000,19.99450549
1462539436697,54,7500,19.78021978
1462539436757,3,8000,19.56593407
1462539436817,43,8500,19.35164835
1462539436877,3,9000,19.13736264
1462539436937,42,3000,18.92307692
1462539436997,23,2000,18.70879121
1462539437057,32,4000,18.49450549
1462539437117,45,4000,18.28021978
1462539437177,56,3000,18.06593407
1462539437237,57,2000,17.85164835
1462539437297,38,4000,17.63736264
1462539437357,23,4000,17.42307692
1462539437417,23,4500,17.20879121
1462539437477,45,5000,16.99450549
1462539437537,3,5500,16.78021978
1462539437597,23,6000,16.56593407
1462539437657,34,6500,16.35164835
1462539437717,34,7000,16.13736264
